id,answer
2998,A
2999,B
3000,C
3001,C
3002,A
3003,C
3004,B
3005,A
3006,B
3007,B
3008,B
3009,B
3010,A
3011,A
3012,A
3013,C
3014,B
3015,A
3016,A
3017,A
3018,A
3019,A
3020,C
3021,B
3022,A
3023,A
3024,A
3025,C
3026,A
3027,B
3028,C
3029,B
3030,A
3031,C
3032,A
3033,A
3034,B
3035,B
3036,B
3037,B
3038,A
3039,C
3040,B
3041,B
3042,A
3043,A
3044,C
3045,A
3046,A
3047,C
3048,A
3049,B
3050,B
3051,A
3052,A
3053,C
3054,B
3055,C
3056,A
3057,C
3058,A
3059,A
3060,A
3061,C
3062,C
3063,B
3064,B
3065,B
3066,A
3067,C
3068,A
3069,C
3070,B
3071,C
3072,B
3073,B
3074,C
3075,A
3076,B
3077,A
3078,A
3079,C
3080,B
3081,A
3082,A
3083,A
3084,B
3085,B
3086,B
3087,B
3088,A
3089,B
3090,B
3091,A
3092,C
3093,B
3094,A
3095,B
3096,A
3097,A
3098,C
3099,A
3100,A
3101,B
3102,B
3103,A
3104,C
3105,A
3106,A
3107,A
3108,C
3109,B
3110,A
3111,B
3112,A
3113,B
3114,A
3115,C
3116,A
3117,B
3118,A
3119,C
3120,B
3121,C
3122,C
3123,C
3124,A
3125,B
3126,C
3127,B
3128,B
3129,A
3130,B
3131,C
3132,C
3133,B
3134,B
3135,C
3136,B
3137,B
3138,A
3139,A
3140,C
3141,A
3142,C
3143,A
3144,A
3145,B
3146,B
3147,C
3148,B
3149,B
3150,B
3151,C
3152,A
3153,B
3154,C
3155,B
3156,B
3157,C
3158,A
3159,B
3160,C
3161,B
3162,A
3163,A
3164,C
3165,B
3166,A
3167,A
3168,B
3169,B
3170,C
3171,A
3172,B
3173,C
3174,A
3175,A
3176,A
3177,A
3178,B
3179,A
3180,B
3181,B
3182,B
3183,C
3184,B
3185,A
3186,B
3187,A
3188,C
3189,B
3190,A
3191,A
3192,C
3193,B
3194,C
3195,B
3196,B
3197,A
3198,A
3199,B
3200,B
3201,B
3202,C
3203,B
3204,A
3205,B
3206,C
3207,C
3208,C
3209,B
3210,B
3211,A
3212,B
3213,A
3214,C
3215,C
3216,A
3217,C
3218,B
3219,A
3220,B
3221,B
3222,C
3223,C
3224,C
3225,B
3226,B
3227,B
3228,C
3229,C
3230,A
3231,B
3232,B
3233,A
3234,B
3235,A
3236,C
3237,B
3238,A
3239,B
3240,B
3241,C
3242,B
3243,A
3244,A
3245,C
3246,C
3247,B
3248,A
3249,A
3250,C
3251,A
3252,A
3253,C
3254,C
3255,A
3256,C
3257,C
3258,A
3259,C
3260,B
3261,C
3262,A
3263,B
3264,C
3265,B
3266,C
3267,B
3268,C
3269,A
3270,C
3271,C
3272,B
3273,B
3274,C
3275,C
3276,C
3277,B
3278,C
3279,A
3280,C
3281,C
3282,B
3283,B
3284,C
3285,C
3286,A
3287,A
3288,A
3289,C
3290,A
3291,A
3292,C
3293,C
3294,B
3295,C
3296,C
3297,C
3298,A
3299,B
3300,C
3301,A
3302,C
3303,C
3304,A
3305,A
3306,B
3307,B
3308,C
3309,B
3310,B
3311,C
3312,B
3313,C
3314,C
3315,B
3316,A
3317,B
3318,C
3319,A
3320,A
3321,C
3322,C
3323,B
3324,B
3325,C
3326,C
3327,C
3328,A
3329,A
3330,B
3331,A
3332,B
3333,B
3334,C
3335,C
3336,A
3337,C
3338,A
3339,C
3340,A
3341,B
3342,C
3343,A
3344,B
3345,A
3346,C
3347,C
3348,C
3349,B
3350,C
3351,B
3352,B
3353,C
3354,C
3355,C
3356,B
3357,A
3358,B
3359,B
3360,B
3361,C
3362,B
3363,C
3364,B
3365,B
3366,B
3367,B
3368,A
3369,B
3370,B
3371,A
3372,C
3373,C
3374,C
3375,B
3376,B
3377,C
3378,A
3379,B
3380,B
3381,B
3382,A
3383,B
3384,C
3385,C
3386,A
3387,B
3388,B
3389,A
3390,C
3391,B
3392,B
3393,B
3394,A
3395,C
3396,B
3397,A
3398,B
3399,C
3400,B
3401,C
3402,C
3403,C
3404,A
3405,C
3406,B
3407,A
3408,A
3409,A
3410,B
3411,C
3412,B
3413,B
3414,B
3415,A
3416,A
3417,B
3418,B
3419,A
3420,A
3421,C
3422,C
3423,A
3424,C
3425,B
3426,C
3427,A
3428,C
3429,B
3430,A
3431,B
3432,B
3433,A
3434,B
3435,B
3436,C
3437,A
3438,B
3439,B
3440,C
3441,C
3442,C
3443,C
3444,B
3445,A
3446,A
3447,B
3448,C
3449,B
3450,A
3451,C
3452,A
3453,C
3454,C
3455,B
3456,B
3457,C
3458,A
3459,A
3460,B
3461,A
3462,A
3463,A
3464,C
3465,C
3466,C
3467,A
3468,C
3469,A
3470,B
3471,C
3472,B
3473,B
3474,A
3475,C
3476,B
3477,B
3478,C
3479,A
3480,A
3481,B
3482,A
3483,C
3484,B
3485,A
3486,A
3487,C
3488,B
3489,B
3490,A
3491,C
3492,C
3493,A
3494,A
3495,C
3496,C
3497,C
3498,A
3499,B
3500,A
3501,C
3502,B
3503,B
3504,B
3505,B
3506,C
3507,C
3508,B
3509,C
3510,B
3511,B
3512,C
3513,C
3514,B
3515,C
3516,B
3517,B
3518,B
3519,C
3520,C
3521,A
3522,C
3523,C
3524,B
3525,C
3526,A
3527,A
3528,C
3529,B
3530,A
3531,C
3532,C
3533,C
3534,A
3535,B
3536,B
3537,A
3538,A
3539,A
3540,B
3541,C
3542,A
3543,B
3544,A
3545,C
3546,A
3547,B
3548,C
3549,C
3550,A
3551,C
3552,B
3553,A
3554,B
3555,B
3556,A
3557,A
3558,B
3559,A
3560,B
3561,B
3562,C
3563,B
3564,B
3565,B
3566,C
3567,A
3568,C
3569,B
3570,C
3571,C
3572,B
3573,C
3574,B
3575,C
3576,B
3577,B
3578,A
3579,A
3580,C
3581,B
3582,B
3583,B
3584,C
3585,B
3586,C
3587,B
3588,B
3589,A
3590,B
3591,B
3592,B
3593,A
3594,A
3595,C
3596,B
3597,A
3598,C
3599,A
3600,B
3601,B
3602,C
3603,A
3604,A
3605,C
3606,C
3607,B
3608,C
3609,C
3610,B
3611,B
3612,C
3613,C
3614,A
3615,A
3616,A
3617,C
3618,A
3619,A
3620,C
3621,B
3622,B
3623,B
3624,C
3625,A
3626,B
3627,C
3628,B
3629,C
3630,A
3631,B
3632,B
3633,A
3634,B
3635,A
3636,B
3637,A
3638,C
3639,C
3640,A
3641,A
3642,C
3643,A
3644,B
3645,A
3646,C
3647,C
3648,A
3649,B
3650,C
3651,B
3652,B
3653,A
3654,A
3655,B
3656,B
3657,C
3658,C
3659,C
3660,B
3661,A
3662,B
3663,B
3664,C
3665,A
3666,A
3667,B
3668,C
3669,A
3670,C
3671,A
3672,A
3673,C
3674,B
3675,B
3676,A
3677,A
3678,A
3679,C
3680,C
3681,A
3682,A
3683,B
3684,C
3685,B
3686,B
3687,B
3688,A
3689,C
3690,C
3691,B
3692,B
3693,A
3694,B
3695,C
3696,A
3697,C
3698,B
3699,A
3700,C
3701,B
3702,A
3703,C
3704,C
3705,B
3706,A
3707,C
3708,C
3709,C
3710,C
3711,B
3712,A
3713,C
3714,C
3715,B
3716,B
3717,B
3718,A
3719,B
3720,A
3721,B
3722,B
3723,B
3724,C
3725,B
3726,C
3727,A
3728,B
3729,A
3730,C
3731,C
3732,B
3733,B
3734,C
3735,A
3736,B
3737,C
3738,C
3739,A
3740,A
3741,C
3742,A
3743,A
3744,A
3745,B
3746,B
3747,C
3748,B
3749,A
3750,C
3751,A
3752,A
3753,B
3754,B
3755,A
3756,C
3757,B
3758,B
3759,C
3760,A
3761,A
3762,C
3763,A
3764,C
3765,B
3766,C
3767,A
3768,C
3769,C
3770,B
3771,C
3772,A
3773,C
3774,B
3775,A
3776,A
3777,C
3778,A
3779,C
3780,A
3781,A
3782,A
3783,A
3784,A
3785,C
3786,B
3787,C
3788,C
3789,B
3790,C
3791,C
3792,A
3793,B
3794,A
3795,A
3796,B
3797,C
3798,C
3799,A
3800,C
3801,C
3802,A
3803,A
3804,B
3805,B
3806,C
3807,A
3808,B
3809,B
3810,C
3811,A
3812,B
3813,A
3814,A
3815,B
3816,B
3817,C
3818,C
3819,C
3820,A
3821,A
3822,C
3823,A
3824,C
3825,C
3826,B
3827,B
3828,C
3829,C
3830,A
3831,A
3832,C
3833,A
3834,B
3835,B
3836,B
3837,A
3838,C
3839,B
3840,C
3841,A
3842,B
3843,B
3844,C
3845,B
3846,B
3847,B
3848,A
3849,B
3850,A
3851,C
3852,C
3853,C
3854,B
3855,A
3856,B
3857,C
3858,A
3859,B
3860,B
3861,C
3862,A
3863,C
3864,A
3865,A
3866,A
3867,A
3868,A
3869,C
3870,C
3871,C
3872,C
3873,B
3874,B
3875,B
3876,A
3877,C
3878,C
3879,C
3880,B
3881,B
3882,A
3883,B
3884,B
3885,C
3886,A
3887,A
3888,A
3889,B
3890,C
3891,A
3892,C
3893,C
3894,C
3895,C
3896,C
3897,C
3898,A
3899,B
3900,C
3901,A
3902,B
3903,C
3904,B
3905,C
3906,B
3907,C
3908,C
3909,C
3910,A
3911,B
3912,A
3913,B
3914,C
3915,B
3916,C
3917,C
3918,A
3919,A
3920,C
3921,C
3922,B
3923,B
3924,C
3925,B
3926,C
3927,A
3928,C
3929,B
3930,B
3931,A
3932,B
3933,B
3934,C
3935,A
3936,C
3937,B
3938,C
3939,B
3940,B
3941,C
3942,C
3943,A
3944,C
3945,C
3946,C
3947,C
3948,B
3949,A
3950,A
3951,A
3952,C
3953,C
3954,A
3955,A
3956,C
3957,A
3958,A
3959,B
3960,C
3961,A
3962,C
3963,B
3964,A
3965,B
3966,B
3967,C
3968,C
3969,B
3970,A
3971,C
3972,B
3973,C
3974,B
3975,C
3976,B
3977,C
3978,C
3979,C
3980,B
3981,B
3982,B
3983,A
3984,B
3985,B
3986,B
3987,C
3988,A
3989,B
3990,C
3991,C
3992,B
3993,A
3994,A
3995,A
3996,A
3997,A
3998,C
3999,C
4000,C
4001,A
4002,B
4003,B
4004,B
4005,A
4006,A
4007,C
4008,C
4009,A
4010,A
4011,A
4012,A
4013,A
4014,C
4015,A
4016,A
4017,B
4018,A
4019,A
4020,C
4021,A
4022,A
4023,A
4024,B
4025,C
4026,C
4027,A
4028,C
4029,A
4030,A
4031,B
4032,B
4033,A
4034,A
4035,B
4036,B
4037,C
4038,C
4039,B
4040,B
4041,A
4042,B
4043,B
4044,A
4045,B
4046,A
4047,C
4048,B
4049,C
4050,B
4051,B
4052,A
4053,A
4054,A
4055,C
4056,C
4057,C
4058,C
4059,B
4060,A
4061,A
4062,B
4063,B
4064,C
4065,B
4066,A
4067,B
4068,C
4069,B
4070,C
4071,C
4072,B
4073,C
4074,A
4075,A
4076,A
4077,B
4078,C
4079,C
4080,B
4081,A
4082,A
4083,A
4084,C
4085,A
4086,A
4087,C
4088,A
4089,C
4090,A
4091,A
4092,B
4093,B
4094,A
4095,B
4096,C
4097,B
4098,C
4099,B
4100,A
4101,B
4102,A
4103,A
4104,A
4105,C
4106,B
4107,A
4108,C
4109,A
4110,C
4111,A
4112,C
4113,A
4114,C
4115,A
4116,B
4117,C
4118,C
4119,C
4120,C
4121,A
4122,B
4123,B
4124,C
4125,B
4126,B
4127,A
4128,C
4129,A
4130,A
4131,B
4132,C
4133,A
4134,B
4135,A
4136,B
4137,C
4138,B
4139,C
4140,A
4141,B
4142,A
4143,A
4144,B
4145,C
4146,B
4147,A
4148,B
4149,A
4150,B
4151,C
4152,C
4153,C
4154,A
4155,C
4156,C
4157,B
4158,B
4159,B
4160,A
4161,C
4162,B
4163,A
4164,B
4165,B
4166,C
4167,B
4168,B
4169,C
4170,A
4171,C
4172,C
4173,A
4174,A
4175,B
4176,B
4177,C
4178,B
4179,B
4180,A
4181,B
4182,B
4183,B
4184,C
4185,C
4186,A
4187,B
4188,A
4189,C
4190,A
4191,A
4192,C
4193,C
4194,A
4195,A
4196,A
4197,A
4198,B
4199,C
4200,B
4201,A
4202,C
4203,B
4204,C
4205,A
4206,B
4207,A
4208,B
4209,A
4210,C
4211,C
4212,B
4213,B
4214,A
4215,B
4216,C
4217,B
4218,B
4219,C
4220,C
4221,C
4222,A
4223,A
4224,C
4225,A
4226,A
4227,B
4228,C
4229,C
4230,B
4231,C
4232,A
4233,C
4234,C
4235,A
4236,B
4237,A
4238,A
4239,B
4240,C
4241,C
4242,C
4243,A
4244,B
4245,A
4246,A
4247,C
4248,B
4249,B
4250,A
4251,A
4252,B
4253,B
4254,C
4255,C
4256,C
4257,B
4258,A
4259,A
4260,C
4261,A
4262,B
4263,B
4264,A
4265,C
4266,B
4267,B
4268,C
4269,A
4270,A
4271,A
4272,B
4273,A
4274,B
4275,B
4276,A
4277,C
4278,C
4279,C
4280,C
4281,C
4282,C
4283,B
4284,C
4285,B
4286,B
4287,A
4288,A
4289,C
4290,C
4291,B
4292,A
4293,C
4294,A
4295,B
4296,A
4297,B
4298,C
4299,C
4300,B
4301,A
4302,C
4303,A
4304,A
4305,C
4306,A
4307,C
4308,C
4309,B
4310,C
4311,B
4312,B
4313,B
4314,B
4315,C
4316,B
4317,A
4318,C
4319,A
4320,C
4321,C
4322,A
4323,C
4324,A
4325,B
4326,C
4327,A
4328,B
4329,A
4330,C
4331,B
4332,A
4333,C
4334,C
4335,C
4336,B
4337,C
4338,C
4339,A
4340,B
4341,A
4342,B
4343,A
4344,A
4345,C
4346,C
4347,A
4348,A
4349,C
4350,A
4351,B
4352,B
4353,C
4354,A
4355,C
4356,B
4357,C
4358,A
4359,B
4360,A
4361,B
4362,A
4363,B
4364,A
4365,B
4366,B
4367,B
4368,B
4369,B
4370,A
4371,C
4372,B
4373,A
4374,A
4375,B
4376,A
4377,C
4378,A
4379,A
4380,B
4381,B
4382,A
4383,A
4384,A
4385,C
4386,B
4387,C
4388,B
4389,B
4390,B
4391,A
4392,A
4393,C
4394,A
4395,C
4396,B
4397,B
4398,A
4399,C
4400,B
4401,B
4402,C
4403,A
4404,B
4405,A
4406,C
4407,A
4408,A
4409,A
4410,B
4411,B
4412,B
4413,A
4414,A
4415,C
4416,C
4417,B
4418,A
4419,C
4420,C
4421,B
4422,A
4423,C
4424,C
4425,B
4426,C
4427,A
4428,A
4429,C
4430,B
4431,C
4432,B
4433,B
4434,C
4435,B
4436,A
4437,A
4438,A
4439,B
4440,A
4441,C
4442,B
4443,A
4444,C
4445,A
4446,A
4447,B
4448,C
4449,C
4450,C
4451,B
4452,A
4453,C
4454,C
4455,A
4456,A
4457,B
4458,A
4459,C
4460,B
4461,C
4462,C
4463,B
4464,C
4465,A
4466,B
4467,B
4468,B
4469,A
4470,A
4471,C
4472,C
4473,B
4474,A
4475,C
4476,B
4477,A
4478,C
4479,B
4480,A
4481,A
4482,B
4483,C
4484,C
4485,C
4486,B
4487,A
4488,B
4489,A
4490,B
4491,B
4492,C
4493,A
4494,C
4495,B
4496,B
4497,C
4498,B
4499,A
4500,C
4501,C
4502,B
4503,C
4504,A
4505,B
4506,C
4507,B
4508,A
4509,C
4510,A
4511,B
4512,A
4513,A
4514,C
4515,B
4516,B
4517,A
4518,B
4519,C
4520,C
4521,A
4522,A
4523,B
4524,C
4525,A
4526,B
4527,C
4528,C
4529,B
4530,A
4531,B
4532,A
4533,A
4534,A
4535,C
4536,A
4537,B
4538,A
4539,A
4540,A
4541,B
4542,B
4543,B
4544,B
4545,C
4546,A
4547,B
4548,A
4549,B
4550,A
4551,B
4552,A
4553,A
4554,C
4555,A
4556,C
4557,C
4558,A
4559,B
4560,C
4561,B
4562,B
4563,C
4564,C
4565,C
4566,A
4567,C
4568,B
4569,B
4570,B
4571,A
4572,A
4573,C
4574,A
4575,B
4576,C
4577,B
4578,A
4579,A
4580,C
4581,A
4582,A
4583,C
4584,C
4585,A
4586,C
4587,C
4588,B
4589,C
4590,A
4591,B
4592,B
4593,A
4594,A
4595,B
4596,C
4597,B
4598,C
4599,A
4600,A
4601,C
4602,C
4603,A
4604,A
4605,C
4606,B
4607,C
4608,A
4609,A
4610,A
4611,A
4612,C
4613,A
4614,C
4615,A
4616,A
4617,B
4618,A
4619,B
4620,A
4621,A
4622,A
4623,B
4624,A
4625,A
4626,B
4627,B
4628,B
4629,B
4630,C
4631,C
4632,A
4633,A
4634,A
4635,A
4636,C
4637,A
4638,A
4639,C
4640,B
4641,C
4642,C
4643,B
4644,C
4645,C
4646,A
4647,B
4648,C
4649,A
4650,C
4651,C
4652,C
4653,B
4654,C
4655,B
4656,A
4657,B
4658,C
4659,B
4660,A
4661,A
4662,A
4663,C
4664,B
4665,A
4666,C
4667,C
4668,C
4669,B
4670,B
4671,C
4672,B
4673,B
4674,C
4675,C
4676,B
4677,B
4678,C
4679,B
4680,C
4681,C
4682,A
4683,A
4684,B
4685,A
4686,A
4687,A
4688,C
4689,B
4690,B
4691,B
4692,B
4693,C
4694,C
4695,C
4696,A
4697,A
4698,C
4699,A
4700,C
4701,B
4702,C
4703,B
4704,A
4705,B
4706,C
4707,B
4708,A
4709,A
4710,B
4711,C
4712,B
4713,C
4714,A
4715,C
4716,B
4717,C
4718,A
4719,A
4720,B
4721,B
4722,B
4723,A
4724,C
4725,A
4726,A
4727,C
4728,C
4729,B
4730,C
4731,A
4732,A
4733,B
4734,A
4735,A
4736,C
4737,C
4738,B
4739,C
4740,B
4741,B
4742,A
4743,C
4744,A
4745,A
4746,A
4747,C
4748,C
4749,A
4750,A
4751,A
4752,B
4753,C
4754,A
4755,A
4756,A
4757,A
4758,B
4759,B
4760,B
4761,B
4762,C
4763,C
4764,A
4765,B
4766,A
4767,A
4768,B
4769,C
4770,A
4771,B
4772,B
4773,A
4774,C
4775,C
4776,C
4777,A
4778,B
4779,B
4780,B
4781,B
4782,A
4783,C
4784,A
4785,B
4786,B
4787,A
4788,B
4789,C
4790,A
4791,C
4792,A
4793,B
4794,C
4795,C
4796,C
4797,A
4798,B
4799,C
4800,C
4801,C
4802,C
4803,A
4804,C
4805,C
4806,A
4807,C
4808,C
4809,C
4810,B
4811,B
4812,B
4813,C
4814,A
4815,A
4816,B
4817,B
4818,A
4819,C
4820,A
4821,A
4822,A
4823,C
4824,A
4825,B
4826,A
4827,B
4828,B
4829,C
4830,C
4831,A
4832,A
4833,A
4834,B
4835,B
4836,B
4837,A
4838,B
4839,C
4840,B
4841,B
4842,B
4843,C
4844,C
4845,A
4846,B
4847,A
4848,A
4849,B
4850,C
4851,A
4852,B
4853,A
4854,C
4855,C
4856,B
4857,A
4858,A
4859,B
4860,A
4861,C
4862,C
4863,A
4864,A
4865,B
4866,C
4867,B
4868,B
4869,A
4870,C
4871,C
4872,C
4873,C
4874,B
4875,C
4876,C
4877,A
4878,C
4879,C
4880,C
4881,A
4882,C
4883,C
4884,A
4885,B
4886,C
4887,B
4888,C
4889,A
4890,A
4891,A
4892,B
4893,C
4894,B
4895,C
4896,B
4897,C
4898,B
4899,B
4900,B
4901,C
4902,A
4903,C
4904,B
4905,C
4906,B
4907,B
4908,C
4909,C
4910,B
4911,A
4912,C
4913,B
4914,A
4915,B
4916,C
4917,C
4918,A
4919,A
4920,B
4921,A
4922,B
4923,C
4924,A
4925,B
4926,B
4927,A
4928,A
4929,C
4930,A
4931,C
4932,A
4933,B
4934,A
4935,C
4936,C
4937,B
4938,A
4939,A
4940,A
4941,C
4942,A
4943,B
4944,A
4945,B
4946,B
4947,B
4948,A
4949,A
4950,A
4951,B
4952,B
4953,B
4954,A
4955,A
4956,A
4957,C
4958,A
4959,C
4960,A
4961,A
4962,C
4963,B
4964,C
4965,A
4966,A
4967,C
4968,C
4969,A
4970,A
4971,C
4972,A
4973,B
4974,B
4975,A
4976,C
4977,B
4978,B
4979,C
4980,B
4981,A
4982,B
4983,C
4984,C
4985,A
4986,A
4987,B
4988,B
4989,A
4990,C
4991,A
4992,B
4993,B
4994,B
4995,A
4996,C
4997,B
4998,B
4999,C
5000,C
5001,C
5002,A
5003,B
5004,C
5005,B
5006,C
5007,C
5008,A
5009,C
5010,C
5011,C
5012,A
5013,B
5014,B
5015,C
5016,A
5017,C
5018,B
5019,A
5020,B
5021,B
5022,A
5023,C
5024,B
5025,A
5026,C
5027,B
5028,C
5029,B
5030,C
5031,C
5032,A
5033,C
5034,B
5035,B
5036,A
5037,C
5038,B
5039,C
5040,B
5041,A
5042,C
5043,B
5044,A
5045,C
5046,C
5047,C
5048,C
5049,B
5050,B
5051,C
5052,C
5053,A
5054,A
5055,B
5056,A
5057,C
5058,C
5059,A
5060,B
5061,A
5062,B
5063,C
5064,B
5065,B
5066,C
5067,C
5068,B
5069,A
5070,A
5071,C
5072,A
5073,A
5074,A
5075,B
5076,C
5077,B
5078,B
5079,A
5080,B
5081,B
5082,B
5083,A
5084,A
5085,B
5086,A
5087,A
5088,B
5089,C
5090,B
5091,A
5092,C
5093,C
5094,C
5095,A
5096,A
5097,B
5098,C
5099,A
5100,B
5101,C
5102,C
5103,A
5104,B
5105,A
5106,A
5107,B
5108,C
5109,A
5110,A
5111,A
5112,B
5113,C
5114,A
5115,C
5116,C
5117,B
5118,B
5119,B
5120,C
5121,A
5122,A
5123,C
5124,A
5125,B
5126,B
5127,A
5128,C
5129,C
5130,A
5131,C
5132,A
5133,B
5134,A
5135,C
5136,B
5137,C
5138,C
5139,C
5140,B
5141,A
5142,C
5143,C
5144,C
5145,C
5146,C
5147,C
5148,B
5149,A
5150,B
5151,B
5152,B
5153,A
5154,A
5155,A
5156,A
5157,B
5158,C
5159,C
5160,C
5161,B
5162,C
5163,C
5164,C
5165,A
5166,C
5167,C
5168,C
5169,B
5170,A
5171,C
5172,C
5173,A
5174,C
5175,B
5176,A
5177,A
5178,C
5179,B
5180,C
5181,C
5182,A
5183,B
5184,A
5185,A
5186,B
5187,A
5188,C
5189,A
5190,C
5191,C
5192,C
5193,B
5194,B
5195,C
5196,B
5197,B
5198,C
5199,B
5200,A
5201,B
5202,B
5203,A
5204,C
5205,A
5206,C
5207,B
5208,A
5209,B
5210,A
5211,B
5212,C
5213,B
5214,B
5215,A
5216,A
5217,C
5218,C
5219,B
5220,B
5221,C
5222,B
5223,A
5224,C
5225,C
5226,A
5227,C
5228,C
5229,B
5230,C
5231,B
5232,B
5233,A
5234,B
5235,A
5236,C
5237,C
5238,C
5239,C
5240,A
5241,C
5242,B
5243,C
5244,C
5245,B
5246,C
5247,A
5248,A
5249,A
5250,A
5251,A
5252,A
5253,A
5254,A
5255,A
5256,B
5257,C
5258,A
5259,C
5260,C
5261,C
5262,A
5263,C
5264,C
5265,B
5266,B
5267,B
5268,C
5269,C
5270,B
5271,B
5272,A
5273,B
5274,A
5275,A
5276,C
5277,A
5278,A
5279,C
5280,A
5281,A
5282,A
5283,C
5284,A
5285,A
5286,A
5287,A
5288,A
5289,A
5290,B
5291,B
5292,C
5293,A
5294,A
5295,B
5296,A
5297,B
5298,B
5299,A
5300,C
5301,A
5302,C
5303,C
5304,C
5305,B
5306,C
5307,C
5308,A
5309,B
5310,A
5311,B
5312,A
5313,A
5314,B
5315,C
5316,B
5317,A
5318,B
5319,C
5320,A
5321,C
5322,C
5323,C
5324,B
5325,B
5326,A
5327,C
5328,A
5329,A
5330,A
5331,B
5332,A
5333,C
5334,A
5335,B
5336,A
5337,C
5338,B
5339,B
5340,C
5341,C
5342,B
5343,B
5344,C
5345,A
5346,A
5347,A
5348,C
5349,C
5350,C
5351,B
5352,A
5353,A
5354,C
5355,B
5356,A
5357,B
5358,B
5359,A
5360,B
5361,C
5362,C
5363,A
5364,A
5365,A
5366,B
5367,C
5368,C
5369,C
5370,B
5371,B
5372,B
5373,C
5374,B
5375,A
5376,B
5377,A
5378,C
5379,C
5380,B
5381,B
5382,A
5383,B
5384,B
5385,B
5386,C
5387,B
5388,B
5389,B
5390,A
5391,A
5392,B
5393,A
5394,C
5395,C
5396,A
5397,C
5398,A
5399,C
5400,A
5401,A
5402,C
5403,B
5404,B
5405,C
5406,C
5407,C
5408,C
5409,C
5410,C
5411,C
5412,A
5413,C
5414,B
5415,A
5416,A
5417,C
5418,B
5419,A
5420,C
5421,C
5422,C
5423,B
5424,A
5425,C
5426,B
5427,A
5428,A
5429,C
5430,A
5431,A
5432,A
5433,C
5434,B
5435,B
5436,C
5437,A
5438,A
5439,A
5440,A
5441,A
5442,B
5443,C
5444,A
5445,B
5446,A
5447,C
5448,C
5449,C
5450,C
5451,B
5452,C
5453,C
5454,A
5455,C
5456,C
5457,C
5458,B
5459,C
5460,B
5461,B
5462,A
5463,C
5464,C
5465,C
5466,C
5467,C
5468,C
5469,A
5470,B
5471,A
5472,A
5473,B
5474,A
5475,B
5476,C
5477,A
5478,B
5479,A
5480,A
5481,A
5482,B
5483,B
5484,A
5485,A
5486,C
5487,A
5488,B
5489,C
5490,C
5491,C
5492,A
5493,A
5494,C
5495,B
5496,B
5497,B
5498,B
5499,C
5500,A
5501,C
5502,C
5503,B
5504,A
5505,B
5506,B
5507,C
5508,C
5509,A
5510,C
5511,C
5512,A
5513,B
5514,C
5515,C
5516,A
5517,C
5518,B
5519,C
5520,A
5521,B
5522,B
5523,C
5524,B
5525,A
5526,A
5527,A
5528,A
5529,B
5530,C
5531,C
5532,C
5533,C
5534,C
5535,A
5536,B
5537,C
5538,C
5539,C
5540,A
5541,A
5542,A
5543,B
5544,A
5545,B
5546,B
5547,C
5548,C
5549,B
5550,A
5551,A
5552,C
5553,B
5554,B
5555,B
5556,B
5557,B
5558,B
5559,C
5560,A
5561,B
5562,A
5563,A
5564,C
5565,A
5566,C
5567,B
5568,B
5569,B
5570,C
5571,B
5572,B
5573,B
5574,C
5575,B
5576,C
5577,A
5578,B
5579,C
5580,A
5581,C
5582,B
5583,A
5584,B
5585,C
5586,B
5587,C
5588,B
5589,A
5590,C
5591,A
5592,B
5593,A
5594,A
5595,B
5596,A
5597,B
5598,C
5599,A
5600,B
5601,B
5602,C
5603,A
5604,A
5605,C
5606,B
5607,A
5608,B
5609,B
5610,C
5611,A
5612,C
5613,C
5614,C
5615,C
5616,B
5617,B
5618,A
5619,C
5620,B
5621,C
5622,C
5623,C
5624,C
5625,B
5626,A
5627,A
5628,A
5629,B
5630,A
5631,A
5632,C
5633,A
5634,B
5635,C
5636,B
5637,B
5638,B
5639,A
5640,B
5641,C
5642,B
5643,C
5644,C
5645,A
5646,A
5647,A
5648,B
5649,C
5650,C
5651,B
5652,A
5653,B
5654,A
5655,B
5656,B
5657,A
5658,A
5659,C
5660,B
5661,A
5662,C
5663,C
5664,C
5665,B
5666,C
5667,B
5668,A
5669,B
5670,C
5671,A
5672,C
5673,C
5674,B
5675,B
5676,C
5677,B
5678,C
5679,A
5680,A
5681,A
5682,C
5683,C
5684,A
5685,C
5686,A
5687,A
5688,C
5689,B
5690,B
5691,B
5692,B
5693,B
5694,B
5695,A
5696,B
5697,B
5698,C
5699,B
5700,A
5701,A
5702,B
5703,C
5704,A
5705,A
5706,A
5707,C
5708,C
5709,A
5710,B
5711,A
5712,A
5713,B
5714,C
5715,B
5716,C
5717,A
5718,A
5719,B
5720,B
5721,B
5722,C
5723,B
5724,A
5725,C
5726,A
5727,B
5728,B
5729,A
5730,C
5731,C
5732,A
5733,A
5734,A
5735,B
5736,A
5737,C
5738,B
5739,A
5740,A
5741,A
5742,A
5743,B
5744,B
5745,C
5746,A
5747,B
5748,C
5749,B
5750,C
5751,C
5752,A
5753,B
5754,B
5755,C
5756,A
5757,B
5758,A
5759,B
5760,A
5761,C
5762,C
5763,B
5764,C
5765,A
5766,B
5767,B
5768,C
5769,C
5770,B
5771,B
5772,A
5773,C
5774,C
5775,C
5776,B
5777,B
5778,C
5779,C
5780,A
5781,C
5782,B
5783,A
5784,B
5785,B
5786,A
5787,B
5788,B
5789,C
5790,A
5791,A
5792,C
5793,C
5794,B
5795,C
5796,A
